ID,Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short description,Description,Tax status,Tax class,In stock?,Stock,Backorders allowed?,Sold individually?,Regular price,Sale price,Categories,Tags,Images,Gallery,Download limit,Download expiry days,Parent,Grouped products,Attributes,Default attributes,Brands
,,919463,AFEITADORA BIC FEMENINA SOLEIL ROSA&LILA BLISTER X2U,,,,"Maquinita femenina de 3 hojas y cabezal móvil que se adapta a las curvas del cuerpo.

Mango ergonómico especialmente diseñado para las manos de la muj...","Maquinita femenina de 3 hojas y cabezal móvil que se adapta a las curvas del cuerpo.

Mango ergonómico especialmente diseñado para las manos de la mujer.

Banda lubricante con leche de coco y vitamina E.

PRESENTACIÓN
Blister x 2- Caja master 72 blister",,,,2716.4,,,4.48,,Otros,"ergonómico, e., cuerpo., caja, x, especialmente, diseñado, de, rosa&lila, móvil, y, master, curvas, manos, a, femenina, x2u, leche, banda, cabezal, hojas, presentación, mujer., blister, para, que, la, coco, del, soleil, vitamina, 3, 2-, lubricante, maquinita, afeitadora, bic, con, mango, se, adapta, las, 72",https://starcenter.com.uy/uploads/products/2320-440395101.jpg,,,,,,,,Sin Marca
,,922120,AFEITADORA BIC FEMENINA SOLEIL ROSA CARTELA X1U,,,,"Maquinita femenina de 3 hojas y cabezal móvil que se adapta a las curvas del cuerpo.

Mango ergonómico especialmente diseñado para las manos de la muj...","Maquinita femenina de 3 hojas y cabezal móvil que se adapta a las curvas del cuerpo.

Mango ergonómico especialmente diseñado para las manos de la mujer.

Banda lubricante con leche de coco y vitamina E.

PRESENTACIÓN
Cartela x 12- Caja máster 480 blisters.",,,,444.0,,,1.6,,Otros,"ergonómico, e., cuerpo., caja, 480, x, especialmente, diseñado, de, móvil, y, máster, curvas, manos, a, femenina, leche, banda, x1u, cabezal, hojas, presentación, mujer., rosa, para, 12-, blisters., que, la, coco, del, soleil, vitamina, 3, lubricante, maquinita, afeitadora, bic, con, cartela, mango, se, adapta, las",https://starcenter.com.uy/uploads/products/2321-1534543705.jpg,,,,,,,,Sin Marca
,,929790,ENCENDEDOR BIC J6 MAXI CARTELA X12U,,,,"El clásico encendedor, con llama fija.
Permite 3000 encendidas, de gran duración.
Rendimmiento superior con mayor economía.
Cumplen con la norma de se...","El clásico encendedor, con llama fija.
Permite 3000 encendidas, de gran duración.
Rendimmiento superior con mayor economía.
Cumplen con la norma de seguridad internacional ISO 9994.

PRESENTACIÓN
Cartela x 12- Caja Master 22 cartelas",,,,44.0,,,12.22,,Otros,"gran, encendidas,, caja, 3000, x, fija., de, internacional, master, maxi, llama, cumplen, rendimmiento, clásico, economía., duración., seguridad, cartelas, el, presentación, 9994., 12-, j6, superior, la, x12u, iso, norma, 22, mayor, bic, con, permite, encendedor, cartela, encendedor,",https://starcenter.com.uy/uploads/products/2322-1454395984.jpg,,,,,,,,Sin Marca
,,929795,ENCENDEDOR BIC J5 MINI CARTELA X12U,,,,"Encendedor de bolsillo muy práctico y cómodo.
De llama fija.
Rendimiento superior con mayor economía.
Cumplen con la norma de seguridad internacional ...","Encendedor de bolsillo muy práctico y cómodo.
De llama fija.
Rendimiento superior con mayor economía.
Cumplen con la norma de seguridad internacional ISO 9994.

PRESENTACIÓN
Cartela x 12- Caja máster 22 cartelas
",,,,5.0,,,9.74,,Otros,"caja, x, de, fija., internacional, y, máster, llama, cumplen, práctico, bolsillo, economía., mini, seguridad, cartelas, muy, presentación, 9994., 12-, superior, rendimiento, la, j5, x12u, iso, cómodo., norma, 22, mayor, bic, con, encendedor, cartela",https://starcenter.com.uy/uploads/products/2323-1695616081.jpg,,,,,,,,Sin Marca
,,929994,AFEITADORA BIC FEMENINA SOLEIL ROSA&NARANJA BLISTER X2U,,,,"Maquinita femenina de 3 hojas y cabezal móvil que se adapta a las curvas del cuerpo.

Mango ergonómico especialmente diseñado para las manos de la muj...","Maquinita femenina de 3 hojas y cabezal móvil que se adapta a las curvas del cuerpo.

Mango ergonómico especialmente diseñado para las manos de la mujer.

Banda lubricante con leche de coco y vitamina E.

PRESENTACIÓN
Blister x 2- Caja master 72 blister",,,,2706.0,,,4.48,,Otros,"ergonómico, e., rosa&naranja, cuerpo., caja, x, especialmente, diseñado, de, móvil, y, master, curvas, manos, a, femenina, x2u, leche, banda, cabezal, hojas, presentación, mujer., blister, para, que, la, coco, del, soleil, vitamina, 3, 2-, lubricante, maquinita, afeitadora, bic, con, mango, se, adapta, las, 72",https://starcenter.com.uy/uploads/products/2324-1172754316.jpg,,,,,,,,Sin Marca
,,930762,CORRECTOR EN BOTELLA BIC ECO AQUA BOX X12U,,,,"Fórmula a base de agua: inolora y no tóxica, segura para los niños.

Permite correcciones de escritura a mano, a máquina y fotocopias.

Pincel extrafi...","Fórmula a base de agua: inolora y no tóxica, segura para los niños.

Permite correcciones de escritura a mano, a máquina y fotocopias.

Pincel extrafino y resistente. Tiempo de secado: 18 segundos.

PRESENTACIÓN
Box x 12- Caja máster 10 boxes",,,,2645.0,,,16.92,,Otros,"pincel, no, en, caja, mano,, x, los, de, resistente., segundos., y, máster, niños., a, base, correcciones, fórmula, botella, boxes, aqua, extrafino, máquina, eco, 18, tóxica,, presentación, 10, segura, para, 12-, corrector, box, x12u, fotocopias., escritura, agua:, bic, permite, secado:, inolora, tiempo",https://starcenter.com.uy/uploads/products/2326-521433506.jpg,,,,,,,,Sin Marca
,,9419041,AFEITADORA BIC FLEX 3 NORMAL BLISTER X2U,,,,"Tres hojas flexibles para una afeitada más suave.

Cabezal móvil para una afeitada más al ras. Mango ergonómico de goma para mayor control.

Doble ban...","Tres hojas flexibles para una afeitada más suave.

Cabezal móvil para una afeitada más al ras. Mango ergonómico de goma para mayor control.

Doble banda lubricante con Vitamina E y Aloe Vera para un mejor deslizamiento.

PRESENTACIÓN
Blister x 2- Caja máster 72 blister",,,,11664.0,,,4.26,,Otros,"ergonómico, e, vera, caja, x, de, móvil, goma, y, deslizamiento., máster, suave., un, x2u, afeitada, ras., mejor, tres, banda, cabezal, hojas, presentación, una, más, normal, blister, para, aloe, flex, flexibles, control., doble, 2-, vitamina, 3, mayor, lubricante, afeitadora, bic, al, con, mango, 72",https://starcenter.com.uy/uploads/products/2328-934385184.jpg,,,,,,,,Sin Marca
,,947462,MARCADOR PIZARRA BIC VELLEDA ROJO BLISTER X1U PUNTA CÓNICA,,,,"Fácil de borrar inclusive luego de varias semanas. Tinta constante de suave olor.

Punta cónica y chata, indeformable, de doble trazo para subrayar y ...","Fácil de borrar inclusive luego de varias semanas. Tinta constante de suave olor.

Punta cónica y chata, indeformable, de doble trazo para subrayar y resaltar.

Colores que no pierden su intensidad con el tiempo, con excelente poder de cobertura.

PRESENTACIÓN
Blíster x 1- Caja máster 288 blísters",,,,396.0,,,1.74,,Otros,"olor., colores, no, borrar, constante, chata,, su, caja, semanas., marcador, pierden, x, intensidad, de, y, máster, cónica, blísters, inclusive, subrayar, indeformable,, 288, x1u, blíster, luego, el, presentación, varias, rojo, blister, tinta, para, pizarra, que, resaltar., excelente, poder, velleda, doble, 1-, cobertura., fácil, suave, bic, con, tiempo,, punta, trazo",https://starcenter.com.uy/uploads/products/2332-810761989.jpg,,,,,,,,Sin Marca
,,951196,ENCENDEDOR BIC BX7 X50,,,,"Encendedor opaco con llama fija.
Rinde 2.000 encendidas.
Los encendedores BIC cumplen con la norma de seguridad internacional ISO 9994  e incluso van ...","Encendedor opaco con llama fija.
Rinde 2.000 encendidas.
Los encendedores BIC cumplen con la norma de seguridad internacional ISO 9994  e incluso van más allá de esta para responder a las exigencias de calidad y seguridad de sus consumidores.

PRESENTACIÓN
Box x 50- Caja máster 12 boxes",,,,3328.0,,,26.14,,Otros,"2.000, e, opaco, 9994, caja, x, los, fija., de, internacional, consumidores., y, exigencias, máster, llama, cumplen, a, 12, rinde, sus, boxes, seguridad, encendidas., esta, presentación, más, incluso, encendedores, para, calidad, la, allá, box, iso, norma, 50-, bic, con, bx7, encendedor, responder, x50, van, las",https://starcenter.com.uy/uploads/products/2333-13100512.jpg,,,,,,,,Sin Marca
,,9592531,AFEITADORA BIC COMFORT 3 HYBRID X6U 1 MANGO + 6 REPUESTOS,,,,"Un verdadero híbrido que combina calidad de un sistema con la facilidad de una desechable.

Cabezal móvil para una afeitada confortable.

Tres hojas p...","Un verdadero híbrido que combina calidad de un sistema con la facilidad de una desechable.

Cabezal móvil para una afeitada confortable.

Tres hojas para una afeitada al ras. Banda lubricante con Aloe Vera y Vitamina E.

Los repuestos no se venden por separado.

PRESENTACIÓN
Blister x 6- Caja máster 72 blister.
",,,,3024.0,,,7.72,,Otros,"no, separado., e., hybrid, vera, caja, híbrido, por, x, los, de, móvil, 1, 6-, y, máster, un, afeitada, ras., tres, banda, cabezal, hojas, presentación, x6u, repuestos, una, confortable., comfort, +, para, blister, verdadero, calidad, que, aloe, la, venden, desechable., combina, blister., 6, vitamina, 3, facilidad, lubricante, sistema, afeitadora, bic, con, al, mango, se, 72",https://starcenter.com.uy/uploads/products/2338-1930196977.jpg,,,,,,,,Sin Marca
,,968721,AFEITADORA BIC FEMENINA SOLEIL CLIC X6U 1 MANGO+6 REPUESTOS,,,,"Un verdadero híbrido que combina la calidad de un sistema con la facilidad de una desechable.

Máquina femenina de 3 hojas que proporciona menor irrit...","Un verdadero híbrido que combina la calidad de un sistema con la facilidad de una desechable.

Máquina femenina de 3 hojas que proporciona menor irritación en el momento de la depilación.

Cabezal móvil que se adapta a las curvas de tu cuerpo y mango ergonómico con forma de Yin Yang especialmente diseñado para las manos de la mujer.

Banda lubricante con leche de coco.

Los repuestos no se venden por separado.

PRESENTACIÓN
Blíster x 6- Caja máster 36 blísters.",,,,2558.0,,,12.33,,Otros,"ergonómico, tu, no, separado., en, coco., caja, híbrido, por, x, especialmente, diseñado, clic, de, móvil, los, 1, 6-, y, máster, 36, un, curvas, manos, a, mango+6, femenina, máquina, leche, cuerpo, irritación, banda, blíster, cabezal, el, hojas, presentación, x6u, repuestos, una, mujer., forma, para, verdadero, calidad, que, venden, la, blísters., desechable., combina, soleil, 3, yang, facilidad, proporciona, lubricante, sistema, momento, afeitadora, bic, con, depilación., menor, se, mango, adapta, las, yin",https://starcenter.com.uy/uploads/products/2339-1031491025.jpg,,,,,,,,Sin Marca
,,968722,AFEITADORA BIC FLEX 3 HYBRID BLISTER X5U 1 MANGO+5 REPUESTOS,,,,"Un verdadero híbrido que combina la calidad de una sistema con la facilidad de una desechable.

Cabezal móvil para una afeitada más al ras.

Mango erg...","Un verdadero híbrido que combina la calidad de una sistema con la facilidad de una desechable.

Cabezal móvil para una afeitada más al ras.

Mango ergonómico para mayor control.

Doble banda lubricante con Vitamina E y Aloe Vera para un mejor deslizamiento.

Los repuestos no se venden por separado.

PRESENTACIÓN 
Blíster x 5- Caja máster 36 blíster",,,,1703.0,,,9.77,,Otros,"ergonómico, e, no, separado., hybrid, vera, caja, híbrido, por, x, los, de, móvil, 36, 1, y, deslizamiento., máster, un, x5u, afeitada, ras., mejor, banda, blíster, cabezal, presentación, una, repuestos, más, blister, para, verdadero, calidad, flex, que, la, aloe, desechable., combina, control., venden, doble, vitamina, 3, facilidad, mayor, lubricante, sistema, afeitadora, bic, con, al, 5-, mango, se, mango+5",https://starcenter.com.uy/uploads/products/2340-59273434.jpg,,,,,,,,Sin Marca
,,969017,ROLLER BORRABLE BIC AZUL BLISTER X1U,,,,"Roller gel borrable, con grip para mejor agarre.
Con repuesto disponible.

Color: Azul

PRESENTACIÓN
Blíster x 1- Caja máster 25 blíster
","Roller gel borrable, con grip para mejor agarre.
Con repuesto disponible.

Color: Azul

PRESENTACIÓN
Blíster x 1- Caja máster 25 blíster
",,,,385.0,,,3.25,,Otros,"repuesto, roller, grip, x, caja, azul, máster, gel, disponible., mejor, x1u, blíster, presentación, blister, borrable,, para, borrable, agarre., 1-, bic, con, 25, color:",https://starcenter.com.uy/uploads/products/2341-2086673365.jpg,,,,,,,,Sin Marca
,,945008,BOLIGRAFO BIC CRISTAL MEDIANO NEGRO BLISTER X4U,,,,,,,,,18036.0,,,2.09,,Otros,"mediano, boligrafo, bic, blister, x4u, negro, cristal",https://starcenter.com.uy/uploads/products/2347-1543962961.jpg,,,,,,,,Sin Marca
,,968577,LÁPICES DE COLORES BIC EVOLUTION PUNTA GRUESA 4MM X 24U,,,,,,,,,411.0,,,5.57,,Otros,"colores, gruesa, 4mm, bic, evolution, x, 24u, de, punta, lápices",https://starcenter.com.uy/uploads/products/2353-1388756668.jpg,,,,,,,,Sin Marca
,,835364,LAPIZ CORRECTOR BIC SHAKE'N SQUEEZE ESTUCHE BLISTER X1U,,,,"Lápiz corrector con cuerpo flexible y punta aguja metalizada que permite gran precisión en las correcciones.

Fácil de usar: basta agitar y presionar....","Lápiz corrector con cuerpo flexible y punta aguja metalizada que permite gran precisión en las correcciones.

Fácil de usar: basta agitar y presionar.

Contiene 8ml. Tiempo de secado: 19 segundos.

PRESENTACIÓN
Blíster x 1- Caja máster 25 blísters",,,,16056.0,,,2.34,,Otros,"usar:, en, gran, caja, x, flexible, de, segundos., aguja, y, lápiz, máster, agitar, correcciones., contiene, blísters, shake'n, presionar., precisión, 19, cuerpo, basta, x1u, blíster, presentación, blister, estuche, squeeze, que, metalizada, corrector, 8ml., lapiz, 1-, fácil, secado:, bic, con, permite, 25, punta, tiempo, las",https://starcenter.com.uy/uploads/products/2357-308937235.jpg,,,,,,,,Sin Marca
,,963515,BOLÍGRAFO BIC CRISTAL PUNTA ULTRAFINA 0.7MM SURTIDO BLISTER,,,,,,,,,9.0,,,3.98,,Otros,"0.7mm, ultrafina, bic, surtido, blister, punta, cristal, bolígrafo",https://starcenter.com.uy/uploads/products/2358-1591736938.jpg,,,,,,,,Sin Marca
,,936971,LÁPIZ CORRECTOR BIC SHAKE'N SQUEEZE BLISTER X1U+ BOLIGRAFO,,,,,,,,,4431.0,,,2.55,,Otros,"shake'n, boligrafo, bic, blister, squeeze, corrector, x1u+, lápiz",https://starcenter.com.uy/uploads/products/2360-1933080947.jpg,,,,,,,,Sin Marca
,,STIA-B09B,RELOJ HUAWEI FIT ACTIVE BLACK,,,,"Especificaciones
Peso: 21 g.
Correa del reloj de silicona
Pantalla AMOLED HD de 456x280x1.64""
Armazón del reloj de fibra de polímero resistente
Memori...","Especificaciones
Peso: 21 g.
Correa del reloj de silicona
Pantalla AMOLED HD de 456x280x1.64""
Armazón del reloj de fibra de polímero resistente
Memoria: 4 GB.
Duración de bateria: uso normal 10 días
Sistema: Android 6.0 o posterior/ iOS 9.0 o posterior
Resistente al agua hasta 50 mts.",,,,47.0,,,68.99,,Otros,"polímero, 4, o, especificaciones, uso, de, black, posterior, reloj, correa, silicona, android, 6.0, fibra, resistente, hasta, bateria:, sistema:, días, 21, g., fit, gb., posterior/, huawei, hd, 10, duración, normal, agua, active, memoria:, ios, armazón, del, 456x280x1.64"", mts., peso:, 50, 9.0, al, amoled, pantalla","https://starcenter.com.uy/uploads/products/2377-1735195903.jpg, https://starcenter.com.uy/uploads/products/2377-1448235201.png, https://starcenter.com.uy/uploads/products/2377-1379865635.png, https://starcenter.com.uy/uploads/products/2377-1533397021.png, https://starcenter.com.uy/uploads/products/2377-1448235201.png, https://starcenter.com.uy/uploads/products/2377-1379865635.png, https://starcenter.com.uy/uploads/products/2377-1533397021.png","https://starcenter.com.uy/uploads/products/2377-1448235201.png, https://starcenter.com.uy/uploads/products/2377-1379865635.png, https://starcenter.com.uy/uploads/products/2377-1533397021.png",,,,,,,Sin Marca
,,RUTX11,ROUTER TELTONIKA RUTX11 WIFI AC 2 X LTE - 4 X GB ETH (1 WAN),,,,"Dispositivo muy potente equipado con Dual-SIM con failover automático, Backup de la WAN, y otras características de SW.
Amplia gama de interfaces de h...","Dispositivo muy potente equipado con Dual-SIM con failover automático, Backup de la WAN, y otras características de SW.
Amplia gama de interfaces de hardware internos permite que este producto sea utilizado en aplicaciones industriales de alto consumo, donde la velocidad y robustez constituyen el núcleo de la solución.
4G LTE - Cat 6 DL de hasta 300 Mbps en sincronía con 4 puertos x1 Gbit Ethernet permite una experiencia de transferencia de datos sin fisuras con auto-failover y una copia de seguridad de la WAN.
Bluetooth LE permite que sensores puedan ser conectados directamente al router, minimizando así el ecosistema global de la solución.",,,,1.0,,,421.4,,Accesorios de Oficina,"velocidad, producto, copia, wan,, x, hardware, dual-sim, teltonika, y, gb, minimizando, 4g, mbps, el, constituyen, lte, que, rutx11, sincronía, wifi, núcleo, ecosistema, con, wan), puertos, características, 4, en, donde, ser, wan., utilizado, sin, internos, hasta, sw., amplia, equipado, otras, la, sea, aplicaciones, permite, industriales, (1, 2, eth, dl, de, router,, failover, experiencia, ac, datos, puedan, global, seguridad, muy, una, solución., este, automático,, dispositivo, le, interfaces, consumo,, así, router, backup, cat, conectados, -, x1, 300, ethernet, bluetooth, gbit, auto-failover, fisuras, sensores, directamente, 6, robustez, transferencia, potente, al, alto, gama","https://starcenter.com.uy/uploads/products/2384-891507560.jpg, https://starcenter.com.uy/uploads/products/2384-1962620931.png, https://starcenter.com.uy/uploads/products/2384-1962620931.png",https://starcenter.com.uy/uploads/products/2384-1962620931.png,,,,,,,Sin Marca
